id,x,y,csi,lambda,gamma,h,targetGlobale,target
4,24,112,173360328334.131,90.167637156079,1,5.49132,0.923444264944284,0.047135176581819
4,25,112,10479997328204.7,90.5774791377189,1,5.49132,0.923444264944284,0.047135176581819
4,26,112,802093915820237,91.1592737902264,1,5.49132,0.923444264944284,0.047135176581819
4,27,112,1.02116296384116e+15,92.6700833836228,0.421696503428582,5.49132,0.923444264944284,0.047135176581819
4,28,112,3.24090585163983e+16,92.9810441207942,0.421696503428582,5.49132,0.923444264944284,0.047135176581819
4,29,112,4.8122198566483e+16,102.434318980173,0.251188643150958,5.49132,0.923444264944284,0.047135176581819
4,24,113,166751735787.518,90.1905773302584,1,5.49132,0.923444264944284,0.047135176581819
4,25,113,14655187762160.2,90.5286826803543,1,5.49132,0.923444264944284,0.047135176581819
4,26,113,809559430430763,91.1125557768851,1,5.49132,0.923444264944284,0.047135176581819
4,27,113,1.06953855943997e+15,92.6676548889465,0.421696503428582,5.49132,0.923444264944284,0.047135176581819
4,28,113,3.11347394762779e+16,92.982075347649,0.421696503428582,5.49132,0.923444264944284,0.047135176581819
4,29,113,5.07470477209719e+16,102.281176600183,0.251188643150958,5.49132,0.923444264944284,0.047135176581819
5,24,120,163686911631.801,90.0310549017568,0.501187233627272,3.601694,0.923444264944284,0
5,25,120,5022920967069.03,90.6508791720756,1,3.601694,0.923444264944284,0
5,26,120,268692322554231,90.9240010011474,1,3.601694,0.923444264944284,0
5,27,120,757643659899232,92.2648289172674,0.421696503428582,3.601694,0.923444264944284,0
5,28,120,1.31484219177324e+16,93.1216051083176,0.421696503428582,3.601694,0.923444264944284,0
5,29,120,3.80857022950512e+16,100.20783036771,0.251188643150958,3.601694,0.923444264944284,0
5,24,121,142245982984.678,90.0563681484305,0.421696503428582,3.601694,0.923444264944284,0
5,25,121,4028651125088.75,90.5783514497328,1,3.601694,0.923444264944284,0
5,26,121,222563981403280,90.9783192821363,1,3.601694,0.923444264944284,0
5,27,121,698878140649071,92.2225557709038,0.421696503428582,3.601694,0.923444264944284,0
5,28,121,1.07912107691345e+16,93.0839709280691,0.421696503428582,3.601694,0.923444264944284,0
5,29,121,3.44112781619684e+16,99.9817664959892,0.251188643150958,3.601694,0.923444264944284,0
5,24,122,146727774473.065,90.0178056751094,0.421696503428582,3.601694,0.923444264944284,0
5,25,122,3442859714292.18,90.6078544227114,1,3.601694,0.923444264944284,0
5,26,122,192258993824458,91.0158384670192,1,3.601694,0.923444264944284,0
5,27,122,655839566573940,92.1798681792605,0.421696503428582,3.601694,0.923444264944284,0
5,28,122,9.41336449380426e+15,93.1158125847861,0.421696503428582,3.601694,0.923444264944284,0
5,29,122,3.38644541305964e+16,99.5300912168805,0.251188643150958,3.601694,0.923444264944284,0
5,24,123,152087339620.812,90.0180106567451,0.421696503428582,3.601694,0.923444264944284,0
5,25,123,3773998541236.86,90.6666022857139,1,3.601694,0.923444264944284,0
5,26,123,194621668524286,91.0051161542942,1,3.601694,0.923444264944284,0
5,27,123,716660381889201,92.1913638493776,0.421696503428582,3.601694,0.923444264944284,0
5,28,123,9.01693675188108e+15,93.2234353386336,0.421696503428582,3.601694,0.923444264944284,0
5,29,123,3.56377088780365e+16,99.2467386922065,0.251188643150958,3.601694,0.923444264944284,0
5,24,124,188736605137.311,89.9371381716542,0.421696503428582,3.601694,0.923444264944284,0
5,25,124,4743197608155.16,90.6399858487891,1,3.601694,0.923444264944284,0
5,26,124,185939967016264,91.0216532749705,1,3.601694,0.923444264944284,0
5,27,124,737028138520765,92.2113765995067,0.421696503428582,3.601694,0.923444264944284,0
5,28,124,8.46854350969535e+15,93.2575573725674,0.421696503428582,3.601694,0.923444264944284,0
5,29,124,3.78652805946102e+16,99.0556599338122,0.251188643150958,3.601694,0.923444264944284,0
5,24,125,206999764921.475,89.946940856108,0.421696503428582,3.601694,0.923444264944284,0
5,25,125,6999132204542.13,90.6092496942301,1,3.601694,0.923444264944284,0
5,26,125,165845957632999,91.0614176480855,1,3.601694,0.923444264944284,0
5,27,125,681385571953247,92.1856689895407,0.421696503428582,3.601694,0.923444264944284,0
5,28,125,7.62136852509948e+15,93.1976505894984,0.421696503428582,3.601694,0.923444264944284,0
5,29,125,3.63162522453906e+16,98.8330287371723,0.251188643150958,3.601694,0.923444264944284,0
6,24,132,185508700215.442,89.7531730335178,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,132,4184231890541.02,90.7259734006387,1,1.939333,0.923444264944284,0.00188755773549265
6,26,132,28411256258908.8,90.9531430680387,1,1.939333,0.923444264944284,0.00188755773549265
6,27,132,173899601657005,91.958517518342,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,132,1.5109432022335e+15,93.0475466589438,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,132,1.11560772151421e+16,97.6602609016595,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
6,24,133,129021985301.316,89.7797492379737,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,133,3054805350981.07,90.6713625646869,1,1.939333,0.923444264944284,0.00188755773549265
6,26,133,20520374145666.1,91.0266943974737,1,1.939333,0.923444264944284,0.00188755773549265
6,27,133,139759300214049,91.9616002094092,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,133,1.09729011964226e+15,93.0845986061306,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,133,8.971546143486e+15,97.4915350482375,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
6,24,134,101152559464.904,89.8212540231885,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,134,2047695248932.02,90.7090951572733,1,1.939333,0.923444264944284,0.00188755773549265
6,26,134,14936481374983.6,90.9533154881379,1,1.939333,0.923444264944284,0.00188755773549265
6,27,134,110354850030382,91.9553760976492,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,134,796636149995876,93.1355930036312,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,134,7.2758201878648e+15,97.3082066828853,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
6,24,135,87898668666.8051,89.9266936760982,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,135,1618569601983.8,90.784019974846,1,1.939333,0.923444264944284,0.00188755773549265
6,26,135,12159201452572.9,91.0265809494102,1,1.939333,0.923444264944284,0.00188755773549265
6,27,135,97742930954994.4,92.0268622804793,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,135,614751691751045,93.1031589804546,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,135,6.02017212382625e+15,97.2165562145147,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
6,24,136,134330549294.601,89.8532206960058,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,136,1504158379087.01,90.7660965897367,1,1.939333,0.923444264944284,0.00188755773549265
6,26,136,9890187319272.33,91.0703679378406,1,1.939333,0.923444264944284,0.00188755773549265
6,27,136,86041276143651,92.0361590445543,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,136,492239035442850,93.2505217643338,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,136,5.29312714791039e+15,97.0599309839457,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
6,24,137,204218904735.141,89.7139125036089,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,25,137,1627906754855.64,90.7826172995152,1,1.939333,0.923444264944284,0.00188755773549265
6,26,137,7799986972568.47,90.994516365798,1,1.939333,0.923444264944284,0.00188755773549265
6,27,137,85656060298001.3,92.0679832609469,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,28,137,427078910437881,93.3633978133749,0.421696503428582,1.939333,0.923444264944284,0.00188755773549265
6,29,137,5.12914119391273e+15,96.9307832571727,0.251188643150958,1.939333,0.923444264944284,0.00188755773549265
7,24,180,1.86275986230348e+16,92.4455159790998,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,25,180,5.53647537475818e+16,105.720071016489,0.251188643150958,6.32048,0.923444264944284,0.0427210126231167
7,26,180,5.53556678368211e+16,114.219423337128,0.211348903983665,6.32048,0.923444264944284,0.0427210126231167
7,27,180,5.57993479185476e+16,114.307977755272,0.298538261891796,6.32048,0.923444264944284,0.0427210126231167
7,28,180,5.63952924581577e+16,114.383264281822,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,29,180,8.17394172853096e+16,114.439759953593,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,24,181,4.18031244329796e+15,94.7237287637676,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,25,181,6.161946197401e+15,94.3929053167387,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,26,181,2.85574914457022e+15,95.8991763763299,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,27,181,933847375555252,96.1343981140212,0.211348903983665,6.32048,0.923444264944284,0.0427210126231167
7,28,181,1.13749921994864e+15,96.3661320773251,0.251188643150958,6.32048,0.923444264944284,0.0427210126231167
7,29,181,1.91011041747676e+15,96.5493448327415,0.251188643150958,6.32048,0.923444264944284,0.0427210126231167
7,24,182,53708362599870.2,94.6969026902181,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,25,182,14913034583985.5,91.789376277302,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,26,182,6329201441366.69,91.5399620486358,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,27,182,5262273735510.88,91.6651645721898,0.354813389233575,6.32048,0.923444264944284,0.0427210126231167
7,28,182,6300039836453.69,92.2042162552134,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,29,182,8988348575637.39,92.1938052869012,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,24,183,29354415349668.6,94.4782353048695,0.707945784384138,6.32048,0.923444264944284,0.0427210126231167
7,25,183,6836216439694.34,91.0158084084469,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,26,183,378360923212.221,90.5805314496618,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,27,183,223298408479.039,90.4076927473219,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,28,183,302913520914.419,91.0703506326571,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,29,183,746414906645.678,91.2097015822999,0.421696503428582,6.32048,0.923444264944284,0.0427210126231167
7,24,184,21816535343452.3,94.6435697680599,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,25,184,7884449469471.51,90.7764054277997,0.354813389233575,6.32048,0.923444264944284,0.0427210126231167
7,26,184,275134455570.976,89.9717689554149,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,27,184,153640803765.118,89.731857160471,0.59566214352901,6.32048,0.923444264944284,0.0427210126231167
7,28,184,240018126458.552,90.3343637785616,1,6.32048,0.923444264944284,0.0427210126231167
7,29,184,704039074430.903,90.4919070024955,1,6.32048,0.923444264944284,0.0427210126231167
7,24,185,26304205195739.3,94.6768594931144,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,25,185,14464665098075.7,90.6288212130668,0.298538261891796,6.32048,0.923444264944284,0.0427210126231167
7,26,185,819654073188.974,89.6441552335949,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,27,185,174948461171.738,89.2759188303552,0.501187233627272,6.32048,0.923444264944284,0.0427210126231167
7,28,185,413601799938.709,89.9214023532365,1,6.32048,0.923444264944284,0.0427210126231167
7,29,185,1313796327102.95,90.1426897415878,1,6.32048,0.923444264944284,0.0427210126231167
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
10,24,300,45554459490413.2,87.3764168868993,0.421696503428582,1.88201,0.923444264944284,0
10,25,300,489393990387589,89.3831020175087,0.421696503428582,1.88201,0.923444264944284,0
10,26,300,593196607232272,90.1081794714173,0.251188643150958,1.88201,0.923444264944284,0
10,27,300,3.61403559956661e+15,90.4754142019918,0.421696503428582,1.88201,0.923444264944284,0
10,28,300,2.23028935501202e+15,92.5108714116653,0.177827941003892,1.88201,0.923444264944284,0
10,29,300,316521624350538,91.6185192668942,0.421696503428582,1.88201,0.923444264944284,0
10,24,301,31357929657716,87.345343454828,0.421696503428582,1.88201,0.923444264944284,0
10,25,301,155686829728836,89.3424500613434,0.421696503428582,1.88201,0.923444264944284,0
10,26,301,692729172815051,90.058152255212,0.251188643150958,1.88201,0.923444264944284,0
10,27,301,2.74684393960926e+15,90.562792031187,0.421696503428582,1.88201,0.923444264944284,0
10,28,301,2.00606469002475e+15,92.094704647887,0.177827941003892,1.88201,0.923444264944284,0
10,29,301,455843537313539,92.1115807431936,0.421696503428582,1.88201,0.923444264944284,0
10,24,302,16904233913747.9,87.5330018441695,0.501187233627272,1.88201,0.923444264944284,0
10,25,302,45755335523802.4,89.2608036549556,0.421696503428582,1.88201,0.923444264944284,0
10,26,302,740907488479442,89.9287036380393,0.251188643150958,1.88201,0.923444264944284,0
10,27,302,1.87893853257247e+15,90.5593226461732,0.421696503428582,1.88201,0.923444264944284,0
10,28,302,2.10533298357704e+15,91.7599932567194,0.177827941003892,1.88201,0.923444264944284,0
10,29,302,723567221227342,92.4641649600312,0.354813389233575,1.88201,0.923444264944284,0
10,24,303,7703592252257.41,87.5761389287235,0.59566214352901,1.88201,0.923444264944284,0
10,25,303,44521445538704.4,89.1400352211062,0.421696503428582,1.88201,0.923444264944284,0
10,26,303,654723635495084,89.9160789438885,0.251188643150958,1.88201,0.923444264944284,0
10,27,303,1.23340358829756e+15,90.5582842166073,0.421696503428582,1.88201,0.923444264944284,0
10,28,303,2.47297835694626e+15,91.3980861451667,0.177827941003892,1.88201,0.923444264944284,0
10,29,303,1.2399282773355e+15,92.6822309075866,0.298538261891796,1.88201,0.923444264944284,0
10,24,304,21913950688505.6,87.9006735793505,0.707945784384138,1.88201,0.923444264944284,0
10,25,304,81597456368392.2,89.0778408318587,0.421696503428582,1.88201,0.923444264944284,0
10,26,304,406579835150410,89.8116249686857,0.421696503428582,1.88201,0.923444264944284,0
10,27,304,577077871599159,90.5844828340572,0.251188643150958,1.88201,0.923444264944284,0
10,28,304,2.24903174569436e+15,91.0425797488879,0.177827941003892,1.88201,0.923444264944284,0
10,29,304,1.63578982846276e+15,92.9351207904493,0.251188643150958,1.88201,0.923444264944284,0
10,24,305,50766173388870.5,88.1188002767994,0.841395141645195,1.88201,0.923444264944284,0
10,25,305,71154966757427.5,88.9666364019879,0.421696503428582,1.88201,0.923444264944284,0
10,26,305,187616212196127,89.8341768900941,0.421696503428582,1.88201,0.923444264944284,0
10,27,305,255818590871904,90.591824881076,0.251188643150958,1.88201,0.923444264944284,0
10,28,305,1.83221517032437e+15,90.7527927232177,0.211348903983665,1.88201,0.923444264944284,0
10,29,305,1.81696960744645e+15,93.0791704798843,0.211348903983665,1.88201,0.923444264944284,0
11,24,336,678610911569.198,90.0808630908201,1,2.904986,0.923444264944284,0
11,25,336,3261268732768.87,90.2308601734165,1,2.904986,0.923444264944284,0
11,26,336,160986617751594,89.8549398634911,1,2.904986,0.923444264944284,0
11,27,336,52378386638535.9,87.1408552989291,1,2.904986,0.923444264944284,0
11,28,336,22922775302318.3,88.9650804813253,1,2.904986,0.923444264944284,0
11,29,336,9730219631233.03,89.0938890014134,1,2.904986,0.923444264944284,0
11,24,337,181083280336.055,90.0457709438447,1,2.904986,0.923444264944284,0
11,25,337,752975902139.094,90.1518066774888,1,2.904986,0.923444264944284,0
11,26,337,85722837673858.6,90.1718827652835,1,2.904986,0.923444264944284,0
11,27,337,46291245326594.9,86.8682625898274,1,2.904986,0.923444264944284,0
11,28,337,12775697711321.1,88.7986211882593,1,2.904986,0.923444264944284,0
11,29,337,13849690450319.5,89.1220307358394,1,2.904986,0.923444264944284,0
11,24,338,140775243293.254,89.9999128214377,1,2.904986,0.923444264944284,0
11,25,338,919394104087.946,89.9991652612088,1,2.904986,0.923444264944284,0
11,26,338,64442557112726.3,90.3634282587412,1,2.904986,0.923444264944284,0
11,27,338,24659618517663.8,87.0159170427384,1,2.904986,0.923444264944284,0
11,28,338,4260251888104.66,88.7285066441461,1,2.904986,0.923444264944284,0
11,29,338,10726212272119.9,89.0099971228497,1,2.904986,0.923444264944284,0
11,24,339,545036181941.416,90.0337021978346,1,2.904986,0.923444264944284,0
11,25,339,4385077128876.86,90.0315709604455,1,2.904986,0.923444264944284,0
11,26,339,151070306408565,90.5557773128962,1,2.904986,0.923444264944284,0
11,27,339,23235713554905.5,87.0848577879852,1,2.904986,0.923444264944284,0
11,28,339,2803875176386.68,88.561008336897,1,2.904986,0.923444264944284,0
11,29,339,11065662752301.8,88.9156123112444,1,2.904986,0.923444264944284,0
11,24,340,950955114318.101,89.8878637510166,1,2.904986,0.923444264944284,0
11,25,340,10140212259732.3,89.9769769046831,1,2.904986,0.923444264944284,0
11,26,340,212050324979432,90.5889053633465,1,2.904986,0.923444264944284,0
11,27,340,47139321724760.5,87.1858836073772,1,2.904986,0.923444264944284,0
11,28,340,7402803218596.89,88.2641151576745,1,2.904986,0.923444264944284,0
11,29,340,10133809868482.4,88.968132453585,1,2.904986,0.923444264944284,0
11,24,341,1183549774293.03,89.9401169920688,1,2.904986,0.923444264944284,0
11,25,341,19037671733000.1,89.9522578773758,1,2.904986,0.923444264944284,0
11,26,341,269882906548226,90.7494009020556,1,2.904986,0.923444264944284,0
11,27,341,130788491690314,87.579881737792,1,2.904986,0.923444264944284,0
11,28,341,18120056091598,88.0405994516797,1,2.904986,0.923444264944284,0
11,29,341,20045974851882.6,89.0462475562162,1,2.904986,0.923444264944284,0
12,24,348,33004248322.8375,89.273451272339,1,2.15453,0.923444264944284,0
12,25,348,182734948696.85,89.6611731957266,1,2.15453,0.923444264944284,0
12,26,348,1022464573988.28,89.9883701719188,1,2.15453,0.923444264944284,0
12,27,348,3546360556352.71,89.986077985898,1,2.15453,0.923444264944284,0
12,28,348,14658780204706.8,90.6509295529037,1,2.15453,0.923444264944284,0
12,29,348,5785408786911.4,89.1378558626945,1,2.15453,0.923444264944284,0
12,24,349,19317631086.443,89.2111640915683,1,2.15453,0.923444264944284,0
12,25,349,242045483366.88,89.616786621553,1,2.15453,0.923444264944284,0
12,26,349,923721474792.675,89.9125260111034,1,2.15453,0.923444264944284,0
12,27,349,3696739278449.11,89.9998108238743,1,2.15453,0.923444264944284,0
12,28,349,9177578504130.34,90.4598926047473,1,2.15453,0.923444264944284,0
12,29,349,2376324556854.29,89.4053088493742,1,2.15453,0.923444264944284,0
12,24,350,32513095657.2709,89.1204195448537,1,2.15453,0.923444264944284,0
12,25,350,221313469990.532,89.5072874026107,1,2.15453,0.923444264944284,0
12,26,350,210829303212.483,89.8084141521878,1,2.15453,0.923444264944284,0
12,27,350,710406138659.884,90.007569140233,1,2.15453,0.923444264944284,0
12,28,350,438375171829.836,89.471348837304,1,2.15453,0.923444264944284,0
12,29,350,467530131726.998,89.1002228977362,1,2.15453,0.923444264944284,0
12,24,351,20490677727.8491,89.0388182608615,1,2.15453,0.923444264944284,0
12,25,351,95419363291.5203,89.4360965773457,1,2.15453,0.923444264944284,0
12,26,351,135763593798.306,89.6588661924242,1,2.15453,0.923444264944284,0
12,27,351,192811669289.582,90.1157284026467,1,2.15453,0.923444264944284,0
12,28,351,142333089509.135,88.8734974643353,1,2.15453,0.923444264944284,0
12,29,351,134784267660.509,88.9180931606253,1,2.15453,0.923444264944284,0
12,24,352,17538003019.4182,89.0154317263955,1,2.15453,0.923444264944284,0
12,25,352,47565061912.5826,89.1941467334445,1,2.15453,0.923444264944284,0
12,26,352,68483792225.2792,89.6878960979218,1,2.15453,0.923444264944284,0
12,27,352,35588076391.5851,89.9652448030669,1,2.15453,0.923444264944284,0
12,28,352,52435641580.7316,89.5272859462001,1,2.15453,0.923444264944284,0
12,29,352,107732186730.496,89.6146691835285,1,2.15453,0.923444264944284,0
12,24,353,5991061929.20492,88.9940486726738,1,2.15453,0.923444264944284,0
12,25,353,30435504188.2392,89.1231315475916,1,2.15453,0.923444264944284,0
12,26,353,63677663487.3872,89.6197842768816,1,2.15453,0.923444264944284,0
12,27,353,19986638476.2686,89.8377401554929,1,2.15453,0.923444264944284,0
12,28,353,12362512799.9457,89.9756379185938,1,2.15453,0.923444264944284,0
12,29,353,16232340290.1739,90.0284006089154,1,2.15453,0.923444264944284,0
13,24,360,395913813.470425,88.4328232440881,1,2.744627,0.923444264944284,0
13,25,360,5679454370.03399,88.4866848081045,1,2.744627,0.923444264944284,0
13,26,360,15525688787.7796,88.6004322291537,1,2.744627,0.923444264944284,0
13,27,360,294188504663.954,88.6826054443313,1,2.744627,0.923444264944284,0
13,28,360,595269769783.119,89.249881193075,1,2.744627,0.923444264944284,0
13,29,360,248964397679.951,89.8152937381976,1,2.744627,0.923444264944284,0
13,24,361,2492776528.26455,88.4016902647933,1,2.744627,0.923444264944284,0
13,25,361,5409926289.41681,88.4723606063945,1,2.744627,0.923444264944284,0
13,26,361,13186216200.0953,88.3473425575021,1,2.744627,0.923444264944284,0
13,27,361,218887128020.457,88.5511753944536,1,2.744627,0.923444264944284,0
13,28,361,644963626937.707,88.7783739083333,1,2.744627,0.923444264944284,0
13,29,361,565838715147.793,89.6961072254019,1,2.744627,0.923444264944284,0
13,24,362,21914546256.7617,88.4337763262259,1,2.744627,0.923444264944284,0
13,25,362,50441357375.9659,88.4785272320546,1,2.744627,0.923444264944284,0
13,26,362,106047502393.496,88.5178922552736,1,2.744627,0.923444264944284,0
13,27,362,371927030148.506,88.424902961427,1,2.744627,0.923444264944284,0
13,28,362,792364961971.67,88.0485171620135,1,2.744627,0.923444264944284,0
13,29,362,375222230132.599,89.4715910499379,1,2.744627,0.923444264944284,0
13,24,363,85990090306.0752,88.8003457036239,1,2.744627,0.923444264944284,0
