1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;target
53747.0331516762,57599.3846532537,41506.2499487003,41077.4944162097,44548.7593453616,40638.7555328188,56055.016641604,40668.1048049874,41703.7583080225,44099.7342900161,38041.8980475021,39939.4223727498,40856.676921085,41837.4816885606,43338.5207415978,36661.8107464594,43246.3305592565,50228.5527676306,41005.2485593245,42724.5836526057,36457.3851706814,44385.4103958858,49446.2406588144,47653.2572301949,42036.5309140822,36196.6681566598,44937.8152593729,49170.5696255989,47494.3947144471,48245.1339832864,35954.6948019807,44044.5800570288,47991.9040827234,47575.4636801468,44819.3328685692,48033.8615809726,53739.962898248,58239.502909976,41576.7847277879,41161.4641135718,44527.3970733184,40734.4673820864,56364.9075841386,40763.0966235106,41767.522734753,44086.2382760256,38150.4809421439,40048.9608587684,40946.8254833732,41896.4736864533,43337.6074255306,36724.5020752683,43247.8286714071,50138.9399415279,41091.2973265766,42748.6519086788,36509.4226394029,44366.9374676728,49356.7356093644,47579.5749531254,42088.1572204969,36233.5525234729,44909.482264846,49082.2317413901,47422.8888873043,48164.2875982241,35975.8969516069,44032.0314860199,47913.927557961,47502.8352447526,44793.1327859555,47955.3888356579,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43253.732898841,48581.1283002256,48414.1089605709,45196.764218412,42849.2819136707,42622.901337011,47953.8836625049,48034.2944142465,54875.5982683768,43141.2715229597,42256.9813668387,38780.1670243332,45840.7098680535,45103.577950777,49216.1804299807,41200.0292026605,37792.4779073287,35852.7047390226,48314.1884574023,52395.5053979944,43035.66319167,36666.8322485862,34670.3970637575,31759.5546088555,55884.6359662882,44804.9285364739,37499.1595828597,34655.2029109914,31374.3093255086,36349.420490174,41496.4081141998,38088.7105187758,35028.1589178007,31301.1844813575,36425.543699305,35058.4465848709,43587.6664038376,49245.519701507,49089.2202450612,45777.0190358095,43122.7929608078,42861.8251196593,48649.2262349396,48727.059216943,53358.432802717,43458.6086794558,42439.1916974975,38463.8203849392,46478.2919718816,45674.3241325529,49822.3241379077,41216.9323284688,37383.0787244748,35383.3373435991,48994.8370372354,52213.7154372528,43337.2645467232,36199.6115655526,34269.413993924,31984.6878822935,53604.4968818353,45343.3355623031,37069.2258855419,34255.7104181287,31740.5158657677,35877.0252071071,41559.4678240389,37703.5497353121,34596.7464792616,31695.8922313444,35953.9015466521,34624.8613864384,0.00498187832113217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39029.0020866772,34829.201247318,31591.5226903274,35244.2733873429,35236.8241513032,39638.5911539172,35717.7675493016,32655.1029947926,33437.5556529169,35094.748674231,38866.7364514017,37628.4833533587,33847.4410536601,31626.0039586996,35124.7642267257,37300.0812877767,38447.868493301,31360.2493500691,31004.6209497316,34302.5118069238,34808.5313609213,39535.2463103889,32358.96842631,33129.4688160954,31561.3876506484,33629.0524100347,38668.6496299751,34812.8853987215,31521.0062625735,35241.9665612366,33447.4134199137,35001.897690371,37633.1482444292,31219.0322457285,33243.1373602494,36125.3337880757,38977.0344711146,34891.994355218,31578.7586466213,35371.8973280383,35363.3139926673,39452.3792438125,35912.7405286199,32612.1854871071,33401.8784476649,35199.3309589627,38842.155035704,37878.835895094,33823.6865156195,31611.4998685026,35234.0124058757,37578.0282406867,38531.9461316811,31361.4156529496,31115.1274366411,34296.8942666057,34868.0565175971,39375.5238129021,32319.5336900202,33088.2853042658,31550.1875544536,33598.3427930097,38680.4301530221,34873.0991896179,31511.9650428082,35369.2401933042,33411.9643648474,35091.9492737184,37882.9632844902,31259.7685995083,33203.6094214445,36367.5007599539,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32839.0968542433,37692.3238178607,33018.4297227835,32527.1687644794,34121.3549510923,34978.8058073162,34198.1552578299,36857.1299238383,30399.7838031693,32278.291418891,34690.6300942107,34937.0559723795,36203.6480448423,33608.3106879171,30085.1721638609,32832.5529467601,33153.398856234,34065.4948245139,37290.4297530302,31204.4182545368,31557.2614788397,33806.1053471188,33248.5496565747,32797.3353960671,36631.9180112763,30376.5919230991,32862.3378655838,33318.0714682837,33931.3490064848,32730.0068106055,35372.4900324978,29985.5481613344,32898.7355196928,34136.1354587005,32720.9266000261,34019.2597616389,32746.1076954977,37071.3320097288,32952.5053555851,32394.550901169,34529.9619708762,35729.7662861022,34646.6597342501,36829.195044735,30412.5172580108,32122.2817215191,35356.4336156882,35678.0360218527,36757.2779300365,33727.5812631898,30502.2824752201,32738.6299021459,33109.5040224106,34444.3294625576,37002.776944594,31057.8436976256,31385.4437311758,34040.2207693626,33220.8984339178,32698.4558805553,36824.0201484536,30415.3515659442,32772.6979223239,33302.6045406936,34236.4869315252,32621.9900070165,36171.5762068762,30554.7313145304,32814.4393388368,34552.517606389,32611.7128031315,34373.0190189911,0.00391846849738298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33793.6287209218,30662.1184631333,32059.324785698,32589.2812449263,32204.1030250863,34402.594048523,33463.416540822,31094.2735165289,32554.3529859875,32565.2409132218,32509.4588461361,34412.2455999289,32605.0961149358,30646.7326370603,31519.8838348309,32400.8708816194,32806.2586415031,33829.8387484536,31928.2967126481,30170.7982940947,32145.6240329623,32659.1764140721,32359.6524709097,33444.7300826626,31356.9323038784,30266.3970640643,32206.4850067636,33428.6930447387,32911.2873645958,33928.7643547222,31714.4639438734,30943.4489315529,32066.2626080165,33180.5152455811,32199.6566672626,34657.6642288242,33668.103116413,30705.503222885,32300.6927383621,32562.5926975471,32362.8867263738,34664.5484381985,33315.6959508467,31481.2457565734,32534.9622504784,32543.5716268558,32499.484682087,34689.9913541517,32575.1165980355,30671.3369124428,31959.8926612188,32439.0347572345,32735.8981788066,33710.3243689992,32236.5891602067,29935.8941541715,32338.6439448881,32618.033015978,32423.5092137568,33297.3040276499,31804.3235220676,30091.6892876732,32363.8526194063,33281.635692836,32821.6560960851,33829.8004784195,32109.022029056,31248.4148391709,32303.8541475652,33051.3446900944,32361.0784281389,35411.7749099189,0.00116300874182962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32742.2089899424,29667.3211472694,32200.4981495672,32680.2042281425,32166.4938065139,34266.5113256492,34472.2079010104,29663.9588568098,31136.9323173755,31578.6458905166,32650.350660166,33355.9944296694,35745.6283040915,30003.569042662,30886.6880823898,31783.0112471993,31902.6126010388,32169.8745088807,35746.8283042532,31427.2368073422,30184.0429362731,31323.7825370727,32319.1570556844,32114.1266952848,33619.7467162907,32933.6260450809,29962.9358425135,31485.5699967812,32477.8902559836,33378.4271531765,31061.2704628669,35549.8984612254,29134.2514694214,31249.0116129854,31880.6912537705,32984.7201139698,32568.8987083271,29842.770487257,32142.7708511923,32519.5709129475,32116.0872231664,33992.401695966,34238.9668864983,29836.1825195417,31580.390674256,31798.8361046316,32495.9095951703,33080.1178147038,37171.1776811594,30430.0500033781,31412.8109135015,31876.8508615865,31918.3414019685,32118.7414831041,37175.6076709877,31733.0022509478,30691.0531162924,31683.0246364095,32235.7220449761,32074.9278498809,33319.9954066705,32723.1855916358,30366.2956902197,31759.3165176955,32360.0634122437,33099.9262369499,31533.6664740402,36484.3946232328,29006.2197292436,31643.9964923261,31910.9102772915,32765.0032306829,0.01462222290105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30931.9392815234,35090.0508174742,32299.2276409303,30412.0472741689,31831.5156890755,32553.5248529948,30580.3948485628,30713.0420654023,36100.0809601071,29507.7386873777,30958.3451467443,31394.8484719064,27417.2649727212,31639.6671716423,33329.5921427233,34130.0291110342,29531.8474870849,30948.1937741565,28773.6898812157,29226.086798824,31125.2217844044,35225.1809197782,32628.6576262548,29705.2246314881,30092.198837645,27497.9888693305,30914.9135459318,30851.2273676554,36254.5588809694,31941.957750793,31606.7359896204,29449.8891783852,27247.0183352829,32169.3750555853,31476.3294395344,36323.3702363053,30916.6421921809,35412.1732567453,32741.2726028057,30349.8772131424,32111.775089249,33072.9665410733,30531.9717935975,30676.4670712985,35874.7111139971,29402.1464362967,30945.7451474165,31512.4925010088,27627.9518464581,31849.1036176513,34010.0524924998,34801.6004860174,29426.6552322568,30934.5538718902,28678.4103030559,29119.2230570337,31142.3249452685,35461.614959985,33169.0658357821,29604.2174581454,30008.3951699219,27645.3650425947,30897.891335011,30827.8528059658,35951.1336660882,32262.1033096003,31803.8713523423,29343.5204159457,27603.8874105528,32568.6145302493,31624.5851077018,35982.7439034221,0.00301580334369511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37140.0559964412,30601.9125023967,29770.3411161984,27454.4445906825,32183.8286038593,32066.5147762113,39319.0206247655,35256.8220791632,30387.7201066467,29082.3860927881,27868.8425246479,31676.601625008,38813.3659890989,36885.6768930739,35018.1104302232,30583.5502342949,29235.2089575941,28101.5792185822,39128.8611156247,38810.9180972408,36061.8838921644,33543.0638999775,31005.4068365226,29380.7518130409,31784.3021435025,39226.7436158026,41306.5677940648,41390.7628563437,35021.6496728209,31800.2109999284,33854.3910205441,31201.0100473276,42110.5282774511,49918.7730707168,45555.8643922445,37413.3376440138,38096.3888799337,30536.8619623263,29712.0367946115,27445.3205623361,32138.1445500705,32017.8125857745,40610.3788410465,35749.7615697408,30323.415190446,29036.2557953035,27850.8646271546,31619.7193699341,40055.2860399544,37785.8164938469,35447.3595231353,30518.5353989722,29185.9762065413,28078.1601666371,40404.0075439342,40052.5531496408,36764.1530169844,33581.3826638517,30941.0211478409,29328.7519001125,31729.3957204794,40510.6128907362,42564.275904181,42637.6530251752,35451.8525771806,31745.607872886,33973.3210679507,31137.9741740241,43228.987872851,47092.8330555142,45321.5965679625,38426.910798826,0.0111284179815324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32036.9678571649,33856.6956077609,31622.6328480275,40239.9472668051,50629.3240372401,46623.2308728798,34993.4533679735,32388.3263258686,33365.1768209067,33379.5609545592,35993.6756076366,46247.5258238703,34906.9483415515,34281.8386483697,32932.3519583123,32960.1070118669,34872.3258034945,32519.3395469938,32495.1215544052,35408.4663570259,33290.8524323426,33055.4242643712,32137.5910977352,34004.5788452783,31370.1270996971,31056.1896532398,34884.2575037982,34166.3571186815,32341.0193602242,31991.171483587,32860.9275383824,32603.3666076062,30644.5467312187,33958.2325108784,35111.7056150687,32272.2783917305,32420.9006473787,33812.5980628814,32118.2939917835,39525.3679845127,53545.0714976109,46298.1406049753,34837.9940016023,32673.1146247818,33363.2306269555,33376.4397184089,35728.4864594297,45830.2298463164,34760.5435013365,34198.167070218,33056.9842221324,33076.3824462777,34729.5214376417,32766.243378112,32749.0629696873,35208.49642253,33306.3702583404,33142.8780664672,32493.5156674648,33947.0263253016,31930.7681727481,31693.9799184338,34740.2140486438,34093.7018121119,32639.3698058014,32387.7424031162,33006.9891952241,32825.7309620598,31376.7752942238,33904.9333355093,34943.7379923089,32590.2218887084,0.00500359995773392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31301.7143465126,32532.8995355882,33755.3143116361,30642.7696082244,31633.834866929,34901.3654695577,31065.475207748,31563.4165673938,31783.4831886669,31890.9749961816,30867.6556017741,29471.0482711989,29548.8064038143,30287.1864688348,31061.7785169747,31210.5985955163,31558.5271455472,31747.4809034987,25712.4358701843,26590.2553206037,28378.3144054113,30414.3884812519,30923.0442151521,30972.5342287383,25919.333019116,25228.999634898,25966.1812435843,27378.1342501452,28381.1881837585,29890.2111096923,27355.2071333598,26249.0516940317,25330.9710994415,25456.882405672,26157.661063982,26632.0954878874,31342.3941806028,32555.4059028805,33731.2069028911,30672.9001111341,31675.2548028822,34809.816575181,31103.6117022613,31604.9805847343,31824.0167550774,31930.3613403125,30902.5463219717,29469.4618256125,29547.906915645,30307.8906374737,31099.8632808576,31250.4813879844,31600.0949267712,31788.3017730105,25712.2889014758,26582.1888508348,28368.9408789212,30438.6972726475,30958.9383953425,31009.2640168495,25916.970602893,25271.4323854754,25963.3432717486,27366.922319556,28371.8284993978,29898.4136302493,27344.0282952598,26243.5747393018,25363.0014360779,25476.9996463057,26152.9910347211,26623.7600124797,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
